plot,mussel.number,trtmnt,mussel.length,loose,drilled,complete
B07,25,SOB,57.51,FALSE,TRUE,TRUE
B07,26,SOB,43.17,FALSE,TRUE,TRUE
B07,27,SOB,54.68,FALSE,TRUE,TRUE
B07,28,SOB,27.69,FALSE,TRUE,TRUE
B07,29,SOB,32.59,FALSE,TRUE,TRUE
B07,30,SOB,29.3,FALSE,TRUE,TRUE
B07,31,SOB,36.48,FALSE,TRUE,TRUE
B07,32,SOB,24.39,FALSE,TRUE,TRUE
B07,33,SOB,24.07,FALSE,TRUE,TRUE
B07,34,SOB,26.65,FALSE,TRUE,TRUE
B07,35,SOB,23.33,FALSE,TRUE,TRUE
B07,36,SOB,16.76,FALSE,TRUE,TRUE
B07,37,SOB,28.98,FALSE,TRUE,TRUE
B07,38,SOB,14.28,FALSE,TRUE,TRUE
B07,39,SOB,9.52,FALSE,TRUE,TRUE
B07,40,SOB,15.89,FALSE,TRUE,TRUE
B07,41,SOB,19.07,FALSE,TRUE,TRUE
B07,42,SOB,14.72,FALSE,TRUE,TRUE
B07,43,SOB,,FALSE,TRUE,TRUE
B07,44,SOB,14.82,FALSE,TRUE,TRUE
B07,45,SOB,16.36,FALSE,TRUE,TRUE
B07,46,SOB,7.98,FALSE,TRUE,TRUE
B07,47,SOB,16.98,FALSE,TRUE,TRUE
B07,48,SOB,12.92,FALSE,TRUE,TRUE
B07,49,SOB,6.35,FALSE,TRUE,TRUE
B07,50,SOB,7.18,FALSE,TRUE,TRUE
A15,3,SOB,25.64,FALSE,TRUE,TRUE
A15,4,SOB,40.52,FALSE,TRUE,TRUE
A15,5,SOB,61.43,FALSE,TRUE,TRUE
A15,6,SOB,60.12,FALSE,TRUE,TRUE
A15,7,SOB,37.45,FALSE,TRUE,TRUE
A15,8,SOB,20.31,FALSE,TRUE,TRUE
A15,9,SOB,38.22,FALSE,TRUE,TRUE
A15,10,SOB,35.3,FALSE,TRUE,TRUE
A15,11,SOB,65.51,FALSE,TRUE,TRUE
A15,12,SOB,16.39,FALSE,TRUE,TRUE
A15,13,SOB,73.86,FALSE,TRUE,TRUE
B16,13,CC,19.08,FALSE,TRUE,TRUE
B16,14,CC,13,FALSE,TRUE,TRUE
B16,15,CC,11.66,FALSE,TRUE,TRUE
B16,16,CC,10.81,FALSE,TRUE,TRUE
B09,1,CC,10.62,FALSE,TRUE,TRUE
B09,2,CC,10.59,FALSE,TRUE,TRUE
A09,10,LOM,12.16,FALSE,TRUE,TRUE
A09,11,LOM,20.12,FALSE,TRUE,TRUE
A09,12,LOM,23.07,FALSE,TRUE,TRUE
A09,13,LOM,18.26,FALSE,TRUE,TRUE
A09,14,LOM,12.88,FALSE,TRUE,TRUE
A09,15,LOM,26.86,FALSE,TRUE,TRUE
A09,16,LOM,40.1,FALSE,TRUE,TRUE
A09,17,LOM,71.06,FALSE,TRUE,TRUE
A09,18,LOM,69.56,FALSE,TRUE,TRUE
A09,19,LOM,57.07,FALSE,TRUE,TRUE
A09,20,LOM,67.31,FALSE,TRUE,TRUE
A09,21,LOM,66.88,FALSE,TRUE,TRUE
A09,22,LOM,33.13,FALSE,TRUE,TRUE
A09,23,LOM,21.15,FALSE,TRUE,TRUE
A09,24,LOM,88.82,FALSE,TRUE,TRUE
A09,25,LOM,67.11,FALSE,TRUE,TRUE
B11,6,LOM,61.94,FALSE,TRUE,TRUE
B11,7,LOM,61.6,FALSE,TRUE,TRUE
B11,8,LOM,54.55,FALSE,TRUE,TRUE
B11,9,LOM,51.12,FALSE,TRUE,TRUE
B11,10,LOM,50.46,FALSE,TRUE,TRUE
B11,11,LOM,31.14,FALSE,TRUE,TRUE
B11,12,LOM,30.01,FALSE,TRUE,TRUE
B11,13,LOM,33.05,FALSE,TRUE,TRUE
B11,14,LOM,25.84,FALSE,TRUE,TRUE
B11,15,LOM,25.58,FALSE,TRUE,TRUE
B11,16,LOM,23.48,FALSE,TRUE,TRUE
B11,17,LOM,21.62,FALSE,TRUE,TRUE
B11,18,LOM,21.71,FALSE,TRUE,TRUE
B11,19,LOM,24.64,FALSE,TRUE,TRUE
B11,20,LOM,23.54,FALSE,TRUE,TRUE
B11,21,LOM,22.45,FALSE,TRUE,TRUE
B11,22,LOM,22.17,FALSE,TRUE,TRUE
B11,23,LOM,21.08,FALSE,TRUE,TRUE
B11,24,LOM,18.95,FALSE,TRUE,TRUE
B11,25,LOM,17.7,FALSE,TRUE,TRUE
B11,26,LOM,18.36,FALSE,TRUE,TRUE
B11,27,LOM,,FALSE,TRUE,TRUE
B11,28,LOM,11.31,FALSE,TRUE,TRUE
B11,29,LOM,17.15,FALSE,TRUE,TRUE
B11,30,LOM,15.53,FALSE,TRUE,TRUE
B11,31,LOM,15.13,FALSE,TRUE,TRUE
B11,32,LOM,16.56,FALSE,TRUE,TRUE
B11,33,LOM,16.18,FALSE,TRUE,TRUE
B11,34,LOM,13.87,FALSE,TRUE,TRUE
B11,35,LOM,12.73,FALSE,TRUE,TRUE
B11,36,LOM,12.77,FALSE,TRUE,TRUE
B11,37,LOM,9.68,FALSE,TRUE,TRUE
B10,5,SOB,,FALSE,TRUE,TRUE
B10,6,SOB,10.28,FALSE,TRUE,TRUE
B10,7,SOB,15.31,FALSE,TRUE,TRUE
B10,8,SOB,14.6,FALSE,TRUE,TRUE
B10,9,SOB,19.29,FALSE,TRUE,TRUE
B10,10,SOB,20.96,FALSE,TRUE,TRUE
B10,11,SOB,17.39,FALSE,TRUE,TRUE
B10,12,SOB,18.4,FALSE,TRUE,TRUE
B10,13,SOB,22.81,FALSE,TRUE,TRUE
B10,14,SOB,22.52,FALSE,TRUE,TRUE
B10,15,SOB,26.62,FALSE,TRUE,TRUE
B10,16,SOB,28.51,FALSE,TRUE,TRUE
B10,17,SOB,19.41,FALSE,TRUE,TRUE
B10,18,SOB,34.52,FALSE,TRUE,TRUE
B10,19,SOB,40.17,FALSE,TRUE,TRUE
B10,20,SOB,50.06,FALSE,TRUE,TRUE
B10,21,SOB,50.78,FALSE,TRUE,TRUE
B10,22,SOB,55.53,FALSE,TRUE,TRUE
B10,23,SOB,54.41,FALSE,TRUE,TRUE
B10,24,SOB,67.49,FALSE,TRUE,TRUE
B10,25,SOB,67.82,FALSE,TRUE,FALSE
B10,25,SOB,,FALSE,TRUE,TRUE
B14,5,SOB,,FALSE,TRUE,TRUE
B14,,SOB,16.09,FALSE,TRUE,TRUE
B14,6,SOB,15.52,FALSE,TRUE,TRUE
B14,7,SOB,17.98,FALSE,TRUE,TRUE
B14,8,SOB,19.2,FALSE,TRUE,TRUE
B14,9,SOB,20.86,FALSE,TRUE,TRUE
B14,10,SOB,18.58,FALSE,TRUE,TRUE
B14,11,SOB,17.95,FALSE,TRUE,TRUE
B14,12,SOB,17.77,FALSE,TRUE,TRUE
B14,13,SOB,11.21,FALSE,TRUE,TRUE
B14,14,SOB,19.45,FALSE,TRUE,TRUE
B14,15,SOB,21.7,FALSE,TRUE,TRUE
B14,16,SOB,30.48,FALSE,TRUE,TRUE
B14,17,SOB,23.15,FALSE,TRUE,TRUE
B14,18,SOB,25.13,FALSE,TRUE,TRUE
B14,19,SOB,16.98,FALSE,TRUE,TRUE
B14,20,SOB,16.3,FALSE,TRUE,TRUE
B14,21,SOB,16.18,FALSE,TRUE,TRUE
B14,22,SOB,19.5,FALSE,TRUE,TRUE
B14,23,SOB,25.31,FALSE,TRUE,TRUE
B14,24,SOB,24.31,FALSE,TRUE,TRUE
B14,25,SOB,22.84,FALSE,TRUE,TRUE
B14,26,SOB,24.34,FALSE,TRUE,TRUE
B14,27,SOB,15.01,FALSE,TRUE,TRUE
B14,28,SOB,9.55,FALSE,TRUE,TRUE
B14,29,SOB,28.73,FALSE,TRUE,TRUE
B14,30,SOB,42.43,FALSE,TRUE,TRUE
B14,31,SOB,33.85,FALSE,TRUE,TRUE
B14,32,SOB,30.91,FALSE,TRUE,TRUE
B14,33,SOB,28.77,FALSE,TRUE,TRUE
B14,34,SOB,20.88,FALSE,TRUE,TRUE
B14,35,SOB,31.71,FALSE,TRUE,TRUE
B14,36,SOB,36.09,FALSE,TRUE,TRUE
B14,37,SOB,38.24,FALSE,TRUE,TRUE
B14,38,SOB,39.94,FALSE,TRUE,TRUE
B14,39,SOB,54.66,FALSE,TRUE,TRUE
B14,40,SOB,79.95,FALSE,TRUE,TRUE
A05,34,SOB,48,FALSE,TRUE,TRUE
A05,35,SOB,29.91,FALSE,TRUE,TRUE
A05,36,SOB,25.76,FALSE,TRUE,TRUE
A05,37,SOB,29.31,FALSE,TRUE,TRUE
A05,38,SOB,22.95,FALSE,TRUE,TRUE
A05,39,SOB,28.36,FALSE,TRUE,TRUE
A05,40,SOB,25.16,FALSE,TRUE,TRUE
A05,41,SOB,24.28,FALSE,TRUE,TRUE
A05,42,SOB,22.7,FALSE,TRUE,TRUE
A05,43,SOB,19.49,FALSE,TRUE,TRUE
A05,44,SOB,,FALSE,TRUE,TRUE
A05,45,SOB,62.07,FALSE,TRUE,TRUE
A05,46,SOB,67.18,FALSE,TRUE,TRUE
A05,47,SOB,54.18,FALSE,TRUE,TRUE
A05,48,SOB,55.24,FALSE,TRUE,TRUE
A05,49,SOB,64.4,FALSE,TRUE,TRUE
A05,49,SOB,,FALSE,TRUE,TRUE
B12,1,HOP,14.11,FALSE,TRUE,TRUE
B12,2,HOP,17.48,FALSE,TRUE,TRUE
B12,3,HOP,18.15,FALSE,TRUE,TRUE
B12,4,HOP,19.06,FALSE,TRUE,TRUE
B12,5,HOP,19.63,FALSE,TRUE,TRUE
B12,6,HOP,23.56,FALSE,TRUE,TRUE
B12,7,HOP,18.12,FALSE,TRUE,TRUE
B12,8,HOP,17.49,FALSE,TRUE,TRUE
B12,9,HOP,24.63,FALSE,TRUE,TRUE
B12,10,HOP,23.65,FALSE,TRUE,TRUE
B12,11,HOP,25.9,FALSE,TRUE,TRUE
B12,12,HOP,16.74,FALSE,TRUE,TRUE
B12,13,HOP,24.48,FALSE,TRUE,TRUE
B12,14,HOP,34.94,FALSE,TRUE,TRUE
B12,15,HOP,48.56,FALSE,TRUE,TRUE
B12,16,HOP,68.24,FALSE,TRUE,TRUE
B12,17,HOP,57.41,FALSE,TRUE,TRUE
B12,18,HOP,38.12,FALSE,TRUE,TRUE
B12,19,HOP,12.86,FALSE,TRUE,TRUE
B12,20,HOP,,FALSE,TRUE,TRUE
B12,21,HOP,,FALSE,TRUE,TRUE
B12,22,HOP,,FALSE,TRUE,TRUE
B12,23,HOP,,FALSE,TRUE,TRUE
B12,24,HOP,,FALSE,TRUE,TRUE
B12,25,HOP,,FALSE,TRUE,TRUE
B12,26,HOP,,FALSE,TRUE,TRUE
B12,26,HOP,,FALSE,TRUE,TRUE
A07,9,LOM,21.07,FALSE,TRUE,TRUE
A07,10,LOM,14.03,FALSE,TRUE,TRUE
A07,11,LOM,23.36,FALSE,TRUE,TRUE
A07,12,LOM,34.71,FALSE,TRUE,TRUE
A07,13,LOM,35.18,FALSE,TRUE,TRUE
A07,14,LOM,25.37,FALSE,TRUE,TRUE
A07,15,LOM,40.04,FALSE,TRUE,TRUE
A07,16,LOM,35.64,FALSE,TRUE,TRUE
A07,17,LOM,29.78,FALSE,TRUE,TRUE
A07,18,LOM,53.49,FALSE,TRUE,TRUE
A07,19,LOM,45.44,FALSE,TRUE,TRUE
A07,20,LOM,56.15,FALSE,TRUE,TRUE
A07,21,LOM,71.72,FALSE,TRUE,TRUE
A07,22,LOM,65.2,FALSE,TRUE,TRUE
A07,23,LOM,11.4,FALSE,TRUE,TRUE
A07,24,LOM,60.58,FALSE,TRUE,TRUE
A07,25,LOM,61.77,FALSE,TRUE,TRUE
A07,26,LOM,80.81,FALSE,TRUE,TRUE
A07,27,LOM,63.65,FALSE,TRUE,TRUE
A07,28,LOM,70.33,FALSE,TRUE,TRUE
A07,29,LOM,62.14,FALSE,TRUE,TRUE
A07,30,LOM,63.23,FALSE,TRUE,TRUE
A07,30,LOM,,FALSE,TRUE,TRUE
A16,13,HOP,58.5,FALSE,TRUE,TRUE
A16,14,HOP,30.92,FALSE,TRUE,TRUE
A16,15,HOP,54.3,FALSE,TRUE,TRUE
A16,16,HOP,54.94,FALSE,TRUE,TRUE
A16,17,HOP,33.03,FALSE,TRUE,TRUE
A16,18,HOP,32.7,FALSE,TRUE,TRUE
A16,19,HOP,25,FALSE,TRUE,TRUE
A16,20,HOP,20.09,FALSE,TRUE,TRUE
A16,21,HOP,15.97,FALSE,TRUE,TRUE
A16,22,HOP,29.01,FALSE,TRUE,TRUE
A16,23,HOP,18.9,FALSE,TRUE,TRUE
A16,24,HOP,70.97,FALSE,TRUE,TRUE
A16,25,HOP,33.9,FALSE,TRUE,TRUE
A16,26,HOP,22.2,FALSE,TRUE,TRUE
A16,27,HOP,16.38,FALSE,TRUE,TRUE
A16,28,HOP,19.28,FALSE,TRUE,TRUE
A16,29,HOP,24.91,FALSE,TRUE,TRUE
A16,30,HOP,22.98,FALSE,TRUE,TRUE
A16,31,HOP,23.94,FALSE,TRUE,TRUE
A16,32,HOP,12.67,FALSE,TRUE,TRUE
A16,33,HOP,31.53,FALSE,TRUE,TRUE
A16,34,HOP,21.5,FALSE,TRUE,TRUE
A16,35,HOP,14,FALSE,TRUE,TRUE
A16,36,HOP,13.07,FALSE,TRUE,TRUE
A16,37,HOP,12.7,FALSE,TRUE,TRUE
B03,3,HOP,22.26,FALSE,TRUE,TRUE
B03,4,HOP,11.07,FALSE,TRUE,TRUE
B03,5,HOP,31.73,FALSE,TRUE,TRUE
B03,6,HOP,22.47,FALSE,TRUE,TRUE
B03,7,HOP,18.13,FALSE,TRUE,TRUE
B03,8,HOP,26.63,FALSE,TRUE,TRUE
B03,9,HOP,23.96,FALSE,TRUE,TRUE
B03,10,HOP,27.15,FALSE,TRUE,TRUE
B03,11,HOP,17.72,FALSE,TRUE,TRUE
B03,12,HOP,20.98,FALSE,TRUE,TRUE
B03,13,HOP,13.6,FALSE,TRUE,TRUE
B03,14,HOP,18.15,FALSE,TRUE,TRUE
B03,15,HOP,69.07,FALSE,TRUE,TRUE
NC06,1,NCC,27.53,FALSE,TRUE,TRUE
NC06,2,NCC,28.43,FALSE,TRUE,TRUE
NC06,3,NCC,26.72,FALSE,TRUE,TRUE
NC06,4,NCC,,FALSE,TRUE,TRUE
NC06,5,NCC,21.75,FALSE,TRUE,TRUE
NC06,6,NCC,19.23,FALSE,TRUE,TRUE
NC06,7,NCC,11.28,FALSE,TRUE,TRUE
NC06,8,NCC,14.93,FALSE,TRUE,TRUE
NC06,9,NCC,13.09,FALSE,TRUE,TRUE
NC06,10,NCC,14.55,FALSE,TRUE,TRUE
NC06,11,NCC,13.25,FALSE,TRUE,TRUE
NC06,12,NCC,17.33,FALSE,TRUE,TRUE
NC06,13,NCC,22.07,FALSE,TRUE,TRUE
NC06,14,NCC,19.38,FALSE,TRUE,TRUE
NC06,15,NCC,18.71,FALSE,TRUE,TRUE
NC06,15,NCC,,FALSE,TRUE,TRUE
NC06,16,NCC,11.9,FALSE,TRUE,TRUE
NC06,17,NCC,14.92,FALSE,TRUE,TRUE
NC06,18,NCC,8.99,FALSE,TRUE,TRUE
NC06,19,NCC,23.18,FALSE,TRUE,TRUE
NC06,20,NCC,26.73,FALSE,TRUE,TRUE
NC06,21,NCC,24.74,FALSE,TRUE,TRUE
NC06,22,NCC,28.66,FALSE,TRUE,TRUE
NC06,23,NCC,21.59,FALSE,TRUE,TRUE
NC06,24,NCC,23.59,FALSE,TRUE,TRUE
NC06,25,NCC,21.01,FALSE,TRUE,TRUE
NC06,26,NCC,33.77,FALSE,TRUE,TRUE
NC06,27,NCC,22.22,FALSE,TRUE,TRUE
NC06,28,NCC,24.22,FALSE,TRUE,TRUE
NC06,29,NCC,30.53,FALSE,TRUE,TRUE
NC06,30,NCC,25.2,FALSE,TRUE,TRUE
NC06,31,NCC,41.06,FALSE,TRUE,TRUE
NC06,32,NCC,35.84,FALSE,TRUE,TRUE
NC06,33,NCC,,FALSE,TRUE,TRUE
NC06,34,NCC,37.2,FALSE,TRUE,TRUE
NC06,35,NCC,35.57,FALSE,TRUE,TRUE
NC06,36,NCC,40.8,FALSE,TRUE,TRUE
NC02,1,NCC,8.73,FALSE,TRUE,TRUE
A04,28,LOM,55.9,FALSE,TRUE,TRUE
A04,29,LOM,39.39,FALSE,TRUE,TRUE
A04,30,LOM,37.33,FALSE,TRUE,TRUE
A04,31,LOM,36.72,FALSE,TRUE,TRUE
A04,32,LOM,36.52,FALSE,TRUE,TRUE
A04,33,LOM,32.02,FALSE,TRUE,TRUE
A04,34,LOM,24.45,FALSE,TRUE,TRUE
A04,35,LOM,29.18,FALSE,TRUE,TRUE
A04,36,LOM,26.96,FALSE,TRUE,TRUE
A04,37,LOM,20.11,FALSE,TRUE,TRUE
A04,38,LOM,20.57,FALSE,TRUE,TRUE
A04,39,LOM,17.37,FALSE,TRUE,TRUE
A04,40,LOM,16.51,FALSE,TRUE,TRUE
A03,1,CC,37.53,FALSE,TRUE,TRUE
A03,2,CC,31.79,FALSE,TRUE,TRUE
A03,3,CC,24.07,FALSE,TRUE,TRUE
A03,4,CC,16.55,FALSE,TRUE,TRUE
A03,5,CC,13.92,FALSE,TRUE,TRUE
A03,6,CC,12.48,FALSE,TRUE,TRUE
A03,7,CC,14.92,FALSE,TRUE,TRUE
A03,8,CC,18.5,FALSE,TRUE,TRUE
A06,20,HOP,36.01,FALSE,TRUE,TRUE
A06,21,HOP,39.36,FALSE,TRUE,TRUE
A06,22,HOP,31.12,FALSE,TRUE,TRUE
A06,23,HOP,37.16,FALSE,TRUE,TRUE
A06,24,HOP,23.79,FALSE,TRUE,TRUE
A06,25,HOP,17.81,FALSE,TRUE,TRUE
A06,26,HOP,26.78,FALSE,TRUE,TRUE
A06,27,HOP,28.02,FALSE,TRUE,TRUE
A06,28,HOP,25.31,FALSE,TRUE,TRUE
A06,29,HOP,27.74,FALSE,TRUE,TRUE
A06,30,HOP,27.04,FALSE,TRUE,TRUE
A06,31,HOP,23.96,FALSE,TRUE,TRUE
A06,32,HOP,24.15,FALSE,TRUE,TRUE
A06,33,HOP,20.11,FALSE,TRUE,TRUE
A06,34,HOP,19.04,FALSE,TRUE,TRUE
A06,35,HOP,17.49,FALSE,TRUE,TRUE
A06,36,HOP,20.01,FALSE,TRUE,TRUE
A06,37,HOP,18.23,FALSE,TRUE,TRUE
A06,38,HOP,,FALSE,TRUE,TRUE
A06,39,HOP,11.88,FALSE,TRUE,TRUE
A06,40,HOP,9.26,FALSE,TRUE,TRUE
NC03,1,NCC,16.51,FALSE,TRUE,TRUE
NC03,2,NCC,,FALSE,TRUE,TRUE
NC05,1,NCC,53.88,FALSE,TRUE,TRUE
NC05,2,NCC,16.02,FALSE,TRUE,TRUE
NC05,3,NCC,25.75,FALSE,TRUE,TRUE
NC05,4,NCC,16.63,FALSE,TRUE,TRUE
NC05,5,NCC,11.85,FALSE,TRUE,TRUE
NC05,6,NCC,8.77,FALSE,TRUE,TRUE
NC05,7,NCC,4.89,FALSE,TRUE,TRUE
NC01,1,NCC,51.24,FALSE,TRUE,TRUE
A03,,CC,8.72,FALSE,FALSE,FALSE
A03,,CC,8.6,FALSE,FALSE,FALSE
A03,,CC,6.22,FALSE,FALSE,FALSE
A03,,CC,9.94,FALSE,FALSE,FALSE
A03,,CC,5.12,FALSE,FALSE,FALSE
A03,,CC,14.7,FALSE,FALSE,FALSE
A03,,CC,13.54,FALSE,FALSE,FALSE
A03,,CC,12.33,FALSE,FALSE,FALSE
A03,,CC,11.3,FALSE,FALSE,FALSE
A03,,CC,14.45,FALSE,FALSE,FALSE
A03,,CC,13.97,FALSE,FALSE,FALSE
A03,,CC,15.38,FALSE,FALSE,FALSE
A03,,CC,14.88,FALSE,FALSE,FALSE
A03,,CC,8.41,FALSE,FALSE,FALSE
A03,,CC,8.12,FALSE,FALSE,FALSE
A03,,CC,7.19,FALSE,FALSE,FALSE
A03,,CC,3.31,FALSE,FALSE,FALSE
A03,,CC,3.64,FALSE,FALSE,FALSE
A03,,CC,2.86,FALSE,FALSE,FALSE
A03,,CC,5.39,FALSE,FALSE,FALSE
A03,,CC,19.55,FALSE,FALSE,FALSE
A03,,CC,25.27,FALSE,FALSE,FALSE
A03,,CC,21.98,FALSE,FALSE,FALSE
A03,,CC,27.92,FALSE,FALSE,FALSE
A03,,CC,16.45,FALSE,FALSE,FALSE
A03,,CC,18.96,FALSE,FALSE,FALSE
A03,,CC,19.69,FALSE,FALSE,FALSE
A03,,CC,25.96,FALSE,FALSE,FALSE
A03,,CC,18.64,FALSE,FALSE,FALSE
A03,,CC,27.13,FALSE,FALSE,FALSE
A03,,CC,30.68,FALSE,FALSE,FALSE
A03,,CC,30.89,FALSE,FALSE,FALSE
A03,,CC,16.75,FALSE,FALSE,FALSE
A03,,CC,28.72,FALSE,FALSE,FALSE
A03,,CC,22.71,FALSE,FALSE,FALSE
A03,,CC,33.17,FALSE,FALSE,FALSE
A03,,CC,31.77,FALSE,FALSE,FALSE
A03,,CC,27.08,FALSE,FALSE,FALSE
A03,,CC,23.93,FALSE,FALSE,FALSE
A03,,CC,33.73,FALSE,FALSE,FALSE
A03,,CC,20.51,FALSE,FALSE,FALSE
A03,,CC,19.27,FALSE,FALSE,FALSE
A03,,CC,58.01,FALSE,FALSE,FALSE
A03,,CC,74.94,FALSE,FALSE,FALSE
A03,,CC,79.71,FALSE,FALSE,FALSE
A03,,CC,72.54,FALSE,FALSE,FALSE
A03,,CC,14.77,FALSE,FALSE,FALSE
A03,,CC,2.06,FALSE,FALSE,FALSE
A03,,CC,6.77,FALSE,FALSE,FALSE
A03,,CC,3.79,FALSE,FALSE,FALSE
A03,,CC,6.08,FALSE,FALSE,FALSE
A03,,CC,6.28,FALSE,FALSE,FALSE
A03,,CC,6.14,FALSE,FALSE,FALSE
A03,,CC,14.39,FALSE,FALSE,FALSE
A03,,CC,7.08,FALSE,FALSE,FALSE
A03,,CC,4.95,FALSE,FALSE,FALSE
A03,,CC,14.2,FALSE,FALSE,FALSE
A03,,CC,6.06,FALSE,FALSE,FALSE
A03,,CC,8.79,FALSE,FALSE,FALSE
A03,,CC,16.2,FALSE,FALSE,FALSE
A03,,CC,6.66,FALSE,FALSE,FALSE
A03,,CC,15.94,FALSE,FALSE,FALSE
A03,,CC,8.06,FALSE,FALSE,FALSE
A03,,CC,14.78,FALSE,FALSE,FALSE
A03,,CC,9.26,FALSE,FALSE,FALSE
A03,,CC,7.99,FALSE,FALSE,FALSE
A03,,CC,9.05,FALSE,FALSE,FALSE
A03,,CC,11.32,FALSE,FALSE,FALSE
A03,,CC,10.8,FALSE,FALSE,FALSE
A03,,CC,11.35,FALSE,FALSE,FALSE
A03,,CC,13.81,FALSE,FALSE,FALSE
A03,,CC,9.22,FALSE,FALSE,FALSE
A03,,CC,6.78,FALSE,FALSE,FALSE
A03,,CC,4.65,FALSE,FALSE,FALSE
A03,,CC,27.64,FALSE,FALSE,FALSE
A03,,CC,32.41,FALSE,FALSE,FALSE
A03,,CC,24.2,FALSE,FALSE,FALSE
A03,,CC,4.21,FALSE,FALSE,FALSE
A03,,CC,30.95,FALSE,FALSE,FALSE
A03,,CC,22.78,FALSE,FALSE,FALSE
A03,,CC,19.04,FALSE,FALSE,FALSE
A03,,CC,21.22,FALSE,FALSE,FALSE
A03,,CC,14.35,FALSE,FALSE,FALSE
A03,,CC,25.27,FALSE,FALSE,FALSE
A03,,CC,19.53,FALSE,FALSE,FALSE
A03,,CC,21,FALSE,FALSE,FALSE
A03,,CC,28.14,FALSE,FALSE,FALSE
A03,,CC,11.2,FALSE,FALSE,FALSE
A03,,CC,18.53,FALSE,FALSE,FALSE
A03,,CC,24.05,FALSE,FALSE,FALSE
A03,,CC,16.64,FALSE,FALSE,FALSE
A03,,CC,30.98,FALSE,FALSE,FALSE
A03,,CC,27.31,FALSE,FALSE,FALSE
A03,,CC,21.6,FALSE,FALSE,FALSE
A03,,CC,28.79,FALSE,FALSE,FALSE
A03,,CC,16.81,FALSE,FALSE,FALSE
A03,,CC,13.87,FALSE,FALSE,FALSE
A03,,CC,14.84,FALSE,FALSE,FALSE
A03,,CC,27.29,FALSE,FALSE,FALSE
A03,,CC,18.01,FALSE,FALSE,FALSE
A03,,CC,57.59,FALSE,FALSE,FALSE
A03,,CC,51.76,FALSE,FALSE,FALSE
A03,,CC,63.26,FALSE,FALSE,FALSE
A04,,LOM,11.47,FALSE,FALSE,FALSE
A04,,LOM,8.45,FALSE,FALSE,FALSE
A04,,LOM,7.29,FALSE,FALSE,FALSE
A04,,LOM,8.04,FALSE,FALSE,FALSE
A04,,LOM,7,FALSE,FALSE,FALSE
A04,,LOM,5.36,FALSE,FALSE,FALSE
A04,,LOM,5.1,FALSE,FALSE,FALSE
A04,,LOM,12.82,FALSE,FALSE,FALSE
A04,,LOM,3.31,FALSE,FALSE,FALSE
A04,,LOM,7.2,FALSE,FALSE,FALSE
A04,,LOM,3.59,FALSE,FALSE,FALSE
A04,,LOM,4.58,FALSE,FALSE,FALSE
A04,,LOM,3.86,FALSE,FALSE,FALSE
A04,,LOM,10.45,FALSE,FALSE,FALSE
A04,,LOM,3.49,FALSE,FALSE,FALSE
A04,,LOM,5.18,FALSE,FALSE,FALSE
A04,,LOM,2.13,FALSE,FALSE,FALSE
A04,,LOM,3,FALSE,FALSE,FALSE
A04,,LOM,4.48,FALSE,FALSE,FALSE
A04,,LOM,5.26,FALSE,FALSE,FALSE
A04,,LOM,3.75,FALSE,FALSE,FALSE
A04,,LOM,4.3,FALSE,FALSE,FALSE
A04,,LOM,5.52,FALSE,FALSE,FALSE
A04,,LOM,4.77,FALSE,FALSE,FALSE
A04,,LOM,3.87,FALSE,FALSE,FALSE
A04,,LOM,3.31,FALSE,FALSE,FALSE
A04,,LOM,2.99,FALSE,FALSE,FALSE
A04,,LOM,6.02,FALSE,FALSE,FALSE
A04,,LOM,4.06,FALSE,FALSE,FALSE
A04,,LOM,3.48,FALSE,FALSE,FALSE
A04,,LOM,5.68,FALSE,FALSE,FALSE
A04,,LOM,5.77,FALSE,FALSE,FALSE
A04,,LOM,10.96,FALSE,FALSE,FALSE
A04,,LOM,10.46,FALSE,FALSE,FALSE
A04,,LOM,16.66,FALSE,FALSE,FALSE
A04,,LOM,4.82,FALSE,FALSE,FALSE
A04,,LOM,4.72,FALSE,FALSE,FALSE
A04,,LOM,13.79,FALSE,FALSE,FALSE
A04,,LOM,5.28,FALSE,FALSE,FALSE
A04,,LOM,9.61,FALSE,FALSE,FALSE
A04,,LOM,5.6,FALSE,FALSE,FALSE
A04,,LOM,6.54,FALSE,FALSE,FALSE
A04,,LOM,8.14,FALSE,FALSE,FALSE
A04,,LOM,6.52,FALSE,FALSE,FALSE
A04,,LOM,7.48,FALSE,FALSE,FALSE
A04,,LOM,7.82,FALSE,FALSE,FALSE
A04,,LOM,13.34,FALSE,FALSE,FALSE
A04,,LOM,5.32,FALSE,FALSE,FALSE
A04,,LOM,15.62,FALSE,FALSE,FALSE
A04,,LOM,15.67,FALSE,FALSE,FALSE
A04,,LOM,15.23,FALSE,FALSE,FALSE
A04,,LOM,19.8,FALSE,FALSE,FALSE
A04,,LOM,22.61,FALSE,FALSE,FALSE
A04,41,LOM,20.51,FALSE,TRUE,TRUE
A04,,LOM,8.11,FALSE,FALSE,FALSE
A04,,LOM,4.24,FALSE,FALSE,FALSE
A04,,LOM,16.94,FALSE,FALSE,FALSE
A04,,LOM,87.37,FALSE,FALSE,FALSE
A04,,LOM,71.42,FALSE,FALSE,FALSE
A04,,LOM,57.54,FALSE,FALSE,FALSE
A04,,LOM,69.99,FALSE,FALSE,FALSE
A04,,LOM,56.31,FALSE,FALSE,FALSE
