plot,mussel.number,trtmnt,mussel.length,loose,drilled,complete
A04,1,LOM,52.84,TRUE,TRUE,TRUE
A04,1,LOM,,TRUE,TRUE,TRUE
A04,2,LOM,63.31,TRUE,TRUE,TRUE
A04,2,LOM,,TRUE,TRUE,TRUE
A04,3,LOM,64.08,TRUE,TRUE,TRUE
A04,4,LOM,62.58,TRUE,TRUE,TRUE
A04,5,LOM,,TRUE,TRUE,TRUE
A04,6,LOM,60.51,TRUE,TRUE,TRUE
A04,7,LOM,56.04,TRUE,TRUE,TRUE
A04,7,LOM,,TRUE,TRUE,TRUE
A04,7,LOM,,TRUE,TRUE,TRUE
A04,8,LOM,11.85,TRUE,TRUE,TRUE
A04,9,LOM,24.39,TRUE,TRUE,TRUE
A05,10,SOB,70.85,TRUE,TRUE,TRUE
A05,10,SOB,,TRUE,TRUE,TRUE
A05,10,SOB,,TRUE,TRUE,TRUE
A05,10,SOB,,TRUE,TRUE,TRUE
A05,11,SOB,66.35,TRUE,TRUE,TRUE
A05,11,SOB,,TRUE,TRUE,TRUE
A05,11,SOB,,TRUE,TRUE,TRUE
A05,11,SOB,,TRUE,TRUE,TRUE
A05,12,SOB,63.88,TRUE,TRUE,TRUE
A05,12,SOB,,TRUE,TRUE,TRUE
A05,12,SOB,,TRUE,TRUE,TRUE
A05,12,SOB,,TRUE,TRUE,TRUE
A05,13,SOB,22.71,TRUE,TRUE,TRUE
A05,14,SOB,28.16,TRUE,TRUE,TRUE
A05,15,SOB,23.29,TRUE,TRUE,TRUE
A05,15,SOB,,TRUE,TRUE,TRUE
A05,16,SOB,51.85,TRUE,TRUE,TRUE
A05,17,SOB,64.47,TRUE,TRUE,TRUE
A05,18,SOB,49.61,TRUE,TRUE,TRUE
A05,18,SOB,,TRUE,TRUE,TRUE
A06,19,HOP,39.03,TRUE,FALSE,FALSE
A04,20,LOM,63.86,TRUE,FALSE,FALSE
A04,20,LOM,,TRUE,FALSE,FALSE
A04,21,LOM,64.14,TRUE,FALSE,FALSE
A04,22,LOM,57,TRUE,FALSE,FALSE
A04,22,LOM,,TRUE,FALSE,FALSE
A04,22,LOM,,TRUE,FALSE,FALSE
A04,23,LOM,62.06,TRUE,FALSE,FALSE
A04,24,LOM,24.15,TRUE,FALSE,FALSE
A04,25,LOM,55.59,TRUE,FALSE,FALSE
A04,25,LOM,,TRUE,FALSE,FALSE
A04,25,LOM,,TRUE,FALSE,FALSE
A04,26,LOM,53.01,TRUE,FALSE,FALSE
A04,26,LOM,,TRUE,FALSE,FALSE
A04,27,LOM,11.84,TRUE,FALSE,FALSE
A05,28,SOB,65,TRUE,FALSE,FALSE
A05,29,SOB,29.29,TRUE,FALSE,FALSE
A05,30,SOB,50.95,TRUE,FALSE,FALSE
A05,30,SOB,,TRUE,FALSE,FALSE
A05,31,SOB,66.04,TRUE,FALSE,FALSE
A05,31,SOB,,TRUE,FALSE,FALSE
A05,31,SOB,,TRUE,FALSE,FALSE
A05,32,SOB,64.91,TRUE,FALSE,FALSE
A05,33,SOB,70.03,TRUE,FALSE,FALSE
A05,33,SOB,,TRUE,FALSE,FALSE
A05,33,SOB,,TRUE,FALSE,FALSE
A07,1,LOM,79.49,TRUE,TRUE,TRUE
A07,1,LOM,,TRUE,TRUE,TRUE
A07,1,LOM,,TRUE,TRUE,TRUE
A07,1,LOM,,TRUE,TRUE,TRUE
A07,1,LOM,,TRUE,TRUE,TRUE
A07,2,LOM,71.15,TRUE,TRUE,TRUE
A07,2,LOM,,TRUE,TRUE,TRUE
A07,2,LOM,,TRUE,TRUE,TRUE
A07,2,LOM,,TRUE,TRUE,TRUE
A07,3,LOM,79.65,TRUE,TRUE,TRUE
A07,4,LOM,36.75,TRUE,FALSE,FALSE
A07,5,LOM,80.12,TRUE,FALSE,FALSE
A07,6,LOM,66.01,TRUE,FALSE,FALSE
A07,7,LOM,79.75,TRUE,FALSE,FALSE
A07,8,LOM,81.31,TRUE,FALSE,FALSE
A07,8,LOM,81.31,TRUE,FALSE,FALSE
A07,8,LOM,81.31,TRUE,FALSE,FALSE
A09,1,LOM,68.17,TRUE,TRUE,TRUE
A09,2,LOM,29.99,TRUE,TRUE,TRUE
A09,3,LOM,62.26,TRUE,TRUE,TRUE
A09,3,LOM,,TRUE,TRUE,TRUE
A09,3,LOM,,TRUE,TRUE,TRUE
A09,4,LOM,29.84,TRUE,TRUE,TRUE
A09,5,LOM,,TRUE,TRUE,TRUE
A09,6,LOM,66.81,TRUE,FALSE,FALSE
A09,7,LOM,62.95,TRUE,FALSE,FALSE
A09,7,LOM,,TRUE,FALSE,FALSE
A09,7,LOM,,TRUE,FALSE,FALSE
A09,7,LOM,,TRUE,FALSE,FALSE
A09,7,LOM,,TRUE,FALSE,FALSE
A09,8,LOM,29.96,TRUE,FALSE,FALSE
A09,9,LOM,29.79,TRUE,FALSE,FALSE
A10,1,HOP,51.95,TRUE,TRUE,TRUE
A10,2,HOP,,TRUE,FALSE,FALSE
A10,2,HOP,,TRUE,FALSE,FALSE
A10,2,HOP,,TRUE,FALSE,FALSE
A10,2,HOP,,TRUE,FALSE,FALSE
A10,3,HOP,31.36,TRUE,FALSE,FALSE
A10,3,HOP,,TRUE,FALSE,FALSE
A10,4,HOP,52.04,TRUE,FALSE,FALSE
A10,4,HOP,,TRUE,FALSE,FALSE
A10,4,HOP,,TRUE,FALSE,FALSE
A10,5,HOP,31.65,TRUE,FALSE,FALSE
A10,5,HOP,,TRUE,FALSE,FALSE
A12,1,SOB,59.33,TRUE,TRUE,TRUE
A12,1,SOB,,TRUE,TRUE,TRUE
A12,1,SOB,,TRUE,TRUE,TRUE
A12,2,SOB,75.1,TRUE,TRUE,TRUE
A12,3,SOB,61.47,TRUE,TRUE,TRUE
A12,3,SOB,,TRUE,TRUE,TRUE
A12,4,SOB,60.09,TRUE,FALSE,FALSE
A12,4,SOB,,TRUE,FALSE,FALSE
A12,5,SOB,76.39,TRUE,FALSE,FALSE
A12,5,SOB,,TRUE,FALSE,FALSE
A12,6,SOB,61.15,TRUE,FALSE,FALSE
A12,6,SOB,,TRUE,FALSE,FALSE
A12,6,SOB,,TRUE,FALSE,FALSE
C16,1,SOB,48.39,FALSE,FALSE,FALSE
C16,1,SOB,,FALSE,FALSE,FALSE
C16,1,SOB,,FALSE,FALSE,FALSE
C16,1,SOB,,FALSE,FALSE,FALSE
C16,1,SOB,,FALSE,FALSE,FALSE
C16,2,SOB,50.35,FALSE,FALSE,FALSE
C16,2,SOB,,FALSE,FALSE,FALSE
C16,2,SOB,,FALSE,FALSE,FALSE
C16,2,SOB,,FALSE,FALSE,FALSE
C16,2,SOB,,FALSE,FALSE,FALSE
C16,2,SOB,,FALSE,FALSE,FALSE
C16,3,SOB,43.8,FALSE,FALSE,FALSE
C16,3,SOB,,FALSE,FALSE,FALSE
C16,3,SOB,,FALSE,FALSE,FALSE
C16,3,SOB,,FALSE,FALSE,FALSE
C16,4,SOB,38.53,FALSE,FALSE,FALSE
C16,4,SOB,,FALSE,FALSE,FALSE
C16,4,SOB,,FALSE,FALSE,FALSE
C16,4,SOB,,FALSE,FALSE,FALSE
C16,5,SOB,44.28,FALSE,TRUE,TRUE
C16,5,SOB,,FALSE,TRUE,TRUE
C16,5,SOB,,FALSE,TRUE,TRUE
C16,5,SOB,,FALSE,TRUE,TRUE
C16,5,SOB,,FALSE,TRUE,TRUE
C16,6,SOB,43.77,FALSE,FALSE,FALSE
C16,6,SOB,,FALSE,FALSE,FALSE
C16,6,SOB,,FALSE,FALSE,FALSE
C16,6,SOB,,FALSE,FALSE,FALSE
C16,6,SOB,,FALSE,FALSE,FALSE
C16,7,SOB,43.37,FALSE,FALSE,FALSE
C16,7,SOB,,FALSE,FALSE,FALSE
C16,7,SOB,,FALSE,FALSE,FALSE
C16,7,SOB,,FALSE,FALSE,FALSE
C16,7,SOB,,FALSE,FALSE,FALSE
C16,7,SOB,,FALSE,FALSE,FALSE
C16,7,SOB,,FALSE,FALSE,FALSE
C16,8,SOB,54.36,FALSE,FALSE,FALSE
C16,8,SOB,,FALSE,FALSE,FALSE
C16,8,SOB,,FALSE,FALSE,FALSE
C16,9,SOB,48.71,FALSE,FALSE,FALSE
C16,9,SOB,,FALSE,FALSE,FALSE
C16,10,SOB,49.04,FALSE,FALSE,FALSE
C16,10,SOB,,FALSE,FALSE,FALSE
C16,10,SOB,,FALSE,FALSE,FALSE
C16,10,SOB,,FALSE,FALSE,FALSE
C16,10,SOB,,FALSE,FALSE,FALSE
C16,11,SOB,47,FALSE,FALSE,FALSE
C16,11,SOB,,FALSE,FALSE,FALSE
C16,11,SOB,,FALSE,FALSE,FALSE
C16,12,SOB,51.86,FALSE,FALSE,FALSE
C16,12,SOB,,FALSE,FALSE,FALSE
C16,12,SOB,,FALSE,FALSE,FALSE
C16,13,SOB,34.72,FALSE,FALSE,FALSE
C16,13,SOB,,FALSE,FALSE,FALSE
C16,14,SOB,31.3,FALSE,TRUE,TRUE
C16,15,SOB,35.31,FALSE,FALSE,FALSE
C16,15,SOB,,FALSE,FALSE,FALSE
C16,16,SOB,28.51,FALSE,FALSE,FALSE
C16,17,SOB,33.69,FALSE,FALSE,FALSE
C16,17,SOB,,FALSE,FALSE,FALSE
C16,18,SOB,31.19,FALSE,FALSE,FALSE
C16,18,SOB,,FALSE,FALSE,FALSE
C16,19,SOB,31.18,FALSE,FALSE,FALSE
C16,20,SOB,30.15,FALSE,FALSE,FALSE
C16,20,SOB,,FALSE,FALSE,FALSE
C16,20,SOB,30.15,FALSE,FALSE,FALSE
C16,21,SOB,28.75,FALSE,FALSE,FALSE
C16,21,SOB,,FALSE,FALSE,FALSE
C16,22,SOB,34.01,FALSE,FALSE,FALSE
C16,22,SOB,,FALSE,FALSE,FALSE
C16,22,SOB,,FALSE,FALSE,FALSE
C16,23,SOB,49.43,FALSE,FALSE,FALSE
C16,24,SOB,44.75,FALSE,FALSE,FALSE
C16,25,SOB,41.64,FALSE,FALSE,FALSE
C16,26,SOB,35.41,FALSE,FALSE,FALSE
C16,27,SOB,49.56,FALSE,FALSE,FALSE
C16,28,SOB,42.51,FALSE,FALSE,FALSE
C16,29,SOB,49.06,FALSE,FALSE,FALSE
C16,30,SOB,40.73,FALSE,FALSE,FALSE
C16,31,SOB,43.89,FALSE,FALSE,FALSE
C16,32,SOB,38.43,FALSE,FALSE,FALSE
C16,33,SOB,54.04,FALSE,FALSE,FALSE
C16,34,SOB,43.12,FALSE,FALSE,FALSE
C16,35,SOB,40.69,FALSE,FALSE,FALSE
C16,36,SOB,44.07,FALSE,FALSE,FALSE
C16,37,SOB,51.77,FALSE,FALSE,FALSE
C16,38,SOB,48.04,FALSE,FALSE,FALSE
C16,39,SOB,38.02,FALSE,FALSE,FALSE
C16,40,SOB,41.99,FALSE,FALSE,FALSE
C16,41,SOB,40.92,FALSE,FALSE,FALSE
C16,42,SOB,42.45,FALSE,FALSE,FALSE
C16,43,SOB,39.61,FALSE,FALSE,FALSE
C16,44,SOB,48.06,FALSE,FALSE,FALSE
C16,45,SOB,46.16,FALSE,FALSE,FALSE
C16,46,SOB,46.56,FALSE,FALSE,FALSE
C16,47,SOB,49.42,FALSE,FALSE,FALSE
C16,48,SOB,39.26,FALSE,FALSE,FALSE
C16,49,SOB,44.9,FALSE,FALSE,FALSE
C16,50,SOB,48.2,FALSE,FALSE,FALSE
C16,51,SOB,46.22,FALSE,FALSE,FALSE
C16,52,SOB,38.79,FALSE,FALSE,FALSE
C16,53,SOB,42.91,FALSE,FALSE,FALSE
C16,54,SOB,40.28,FALSE,FALSE,FALSE
C16,55,SOB,38.8,FALSE,FALSE,FALSE
C16,56,SOB,35.24,FALSE,FALSE,FALSE
C16,57,SOB,44.59,FALSE,FALSE,FALSE
C16,58,SOB,55.07,FALSE,FALSE,FALSE
C16,59,SOB,42.21,FALSE,FALSE,FALSE
C16,60,SOB,33.33,FALSE,FALSE,FALSE
C16,61,SOB,32.68,FALSE,FALSE,FALSE
C16,62,SOB,31.8,FALSE,FALSE,FALSE
C16,63,SOB,33.21,FALSE,FALSE,FALSE
C16,64,SOB,35.81,FALSE,FALSE,FALSE
C16,65,SOB,27.62,FALSE,FALSE,FALSE
C16,66,SOB,30.48,FALSE,FALSE,FALSE
C16,67,SOB,31.92,FALSE,FALSE,FALSE
C16,68,SOB,29.05,FALSE,FALSE,FALSE
C16,69,SOB,31.9,FALSE,FALSE,FALSE
C16,70,SOB,30.46,FALSE,FALSE,FALSE
C16,71,SOB,34.37,FALSE,FALSE,FALSE
C16,72,SOB,30.62,FALSE,FALSE,FALSE
C16,73,SOB,27.21,FALSE,FALSE,FALSE
C16,74,SOB,31.44,FALSE,FALSE,FALSE
C16,75,SOB,30.81,FALSE,FALSE,FALSE
C16,76,SOB,30.82,FALSE,FALSE,FALSE
C16,77,SOB,29.75,FALSE,FALSE,FALSE
C16,78,SOB,28.66,FALSE,FALSE,FALSE
C16,79,SOB,22.68,FALSE,FALSE,FALSE
C16,80,SOB,20.5,FALSE,FALSE,FALSE
C16,81,SOB,25.01,FALSE,FALSE,FALSE
C16,82,SOB,27.32,FALSE,FALSE,FALSE
C16,83,SOB,25.01,FALSE,FALSE,FALSE
C16,84,SOB,33.22,FALSE,FALSE,FALSE
C16,85,SOB,23.69,FALSE,FALSE,FALSE
C16,86,SOB,22.87,FALSE,FALSE,FALSE
C16,87,SOB,24.46,FALSE,FALSE,FALSE
C16,88,SOB,25.11,FALSE,FALSE,FALSE
C16,89,SOB,21.79,FALSE,FALSE,FALSE
C16,90,SOB,21.56,FALSE,FALSE,FALSE
C16,91,SOB,23.65,FALSE,FALSE,FALSE
C16,92,SOB,21,FALSE,FALSE,FALSE
C16,93,SOB,23.82,FALSE,FALSE,FALSE
C16,94,SOB,20.17,FALSE,FALSE,FALSE
C16,95,SOB,26.18,FALSE,FALSE,FALSE
C16,96,SOB,28.16,FALSE,FALSE,FALSE
C16,97,SOB,26.53,FALSE,FALSE,FALSE
C16,98,SOB,25.24,FALSE,FALSE,FALSE
C16,99,SOB,26.87,FALSE,FALSE,FALSE
C16,100,SOB,26.55,FALSE,FALSE,FALSE
C16,101,SOB,27.56,FALSE,FALSE,FALSE
C16,102,SOB,24.11,FALSE,FALSE,FALSE
C16,103,SOB,24.74,FALSE,FALSE,FALSE
C16,104,SOB,26.62,FALSE,FALSE,FALSE
C16,105,SOB,17.26,FALSE,FALSE,FALSE
C16,106,SOB,19.62,FALSE,FALSE,FALSE
C16,107,SOB,20.91,FALSE,FALSE,FALSE
C16,108,SOB,20.36,FALSE,FALSE,FALSE
C16,109,SOB,22.76,FALSE,FALSE,FALSE
C16,110,SOB,26.37,FALSE,FALSE,FALSE
C16,111,SOB,23.87,FALSE,FALSE,FALSE
C16,112,SOB,28.11,FALSE,FALSE,FALSE
C16,113,SOB,25.25,FALSE,FALSE,FALSE
C16,114,SOB,22.23,FALSE,FALSE,FALSE
C16,115,SOB,17.08,FALSE,FALSE,FALSE
C16,116,SOB,23.84,FALSE,FALSE,FALSE
C16,117,SOB,24.19,FALSE,FALSE,FALSE
C16,118,SOB,21.08,FALSE,FALSE,FALSE
C16,119,SOB,24.12,FALSE,FALSE,FALSE
C16,120,SOB,23.96,FALSE,FALSE,FALSE
C16,121,SOB,25.01,FALSE,FALSE,FALSE
C16,122,SOB,20.87,FALSE,FALSE,FALSE
C16,123,SOB,18.05,FALSE,FALSE,FALSE
C16,124,SOB,26.65,FALSE,FALSE,FALSE
C16,125,SOB,28.06,FALSE,FALSE,FALSE
C16,126,SOB,19.34,FALSE,FALSE,FALSE
C16,127,SOB,19.9,FALSE,FALSE,FALSE
C16,128,SOB,23.97,FALSE,FALSE,FALSE
C16,129,SOB,27.24,FALSE,FALSE,FALSE
C16,130,SOB,19.34,FALSE,FALSE,FALSE
C16,131,SOB,24.85,FALSE,FALSE,FALSE
C16,132,SOB,27.56,FALSE,FALSE,FALSE
C16,133,SOB,17.67,FALSE,FALSE,FALSE
C16,134,SOB,18.35,FALSE,FALSE,FALSE
C16,135,SOB,20.32,FALSE,FALSE,FALSE
C16,136,SOB,25.32,FALSE,FALSE,FALSE
C16,137,SOB,22.51,FALSE,FALSE,FALSE
C16,138,SOB,25.66,FALSE,FALSE,FALSE
C16,139,SOB,22.05,FALSE,FALSE,FALSE
C16,140,SOB,24.92,FALSE,FALSE,FALSE
C16,141,SOB,25.21,FALSE,FALSE,FALSE
C16,142,SOB,21.41,FALSE,FALSE,FALSE
C16,143,SOB,20.67,FALSE,FALSE,FALSE
C16,144,SOB,21.63,FALSE,FALSE,FALSE
C16,145,SOB,22.91,FALSE,FALSE,FALSE
C16,146,SOB,19.1,FALSE,FALSE,FALSE
C16,147,SOB,19.8,FALSE,FALSE,FALSE
C16,148,SOB,22.2,FALSE,FALSE,FALSE
C16,149,SOB,19.52,FALSE,FALSE,FALSE
C16,150,SOB,26.62,FALSE,TRUE,TRUE
C16,151,SOB,23,FALSE,TRUE,TRUE
C16,152,SOB,21.01,FALSE,TRUE,TRUE
C16,153,SOB,19.12,FALSE,TRUE,TRUE
C16,154,SOB,17.25,FALSE,TRUE,TRUE
C16,155,SOB,24.21,FALSE,TRUE,TRUE
C16,156,SOB,26.48,FALSE,TRUE,TRUE
C16,157,SOB,27.06,FALSE,TRUE,TRUE
C16,158,SOB,19.33,FALSE,TRUE,TRUE
C16,159,SOB,24.81,FALSE,TRUE,TRUE
C16,160,SOB,35.76,FALSE,TRUE,TRUE
C16,161,SOB,24.38,FALSE,TRUE,TRUE
C16,162,SOB,17.81,FALSE,FALSE,FALSE
C16,163,SOB,15.52,FALSE,TRUE,TRUE
C16,164,SOB,13.26,FALSE,TRUE,TRUE
C16,165,SOB,17.81,FALSE,TRUE,TRUE
C16,166,SOB,19.91,FALSE,TRUE,TRUE
C16,167,SOB,17.29,FALSE,TRUE,TRUE
C16,168,SOB,22.82,FALSE,TRUE,TRUE
C16,169,SOB,28.76,FALSE,TRUE,TRUE
C16,170,SOB,21.17,FALSE,TRUE,TRUE
C16,171,SOB,18.05,FALSE,TRUE,TRUE
C16,172,SOB,40.62,FALSE,TRUE,TRUE
C16,173,SOB,15.02,FALSE,TRUE,TRUE
C16,174,SOB,11.41,FALSE,FALSE,FALSE
C16,175,SOB,5.55,FALSE,FALSE,FALSE
C16,176,SOB,4.62,FALSE,FALSE,FALSE
C16,177,SOB,9.82,FALSE,FALSE,FALSE
C16,178,SOB,5.3,FALSE,FALSE,FALSE
C16,179,SOB,10.66,FALSE,FALSE,FALSE
C16,180,SOB,3.5,FALSE,FALSE,FALSE
C16,181,SOB,3.79,FALSE,FALSE,FALSE
C16,182,SOB,10.89,FALSE,FALSE,FALSE
C16,183,SOB,8.3,FALSE,FALSE,FALSE
C16,184,SOB,11.41,FALSE,FALSE,FALSE
C16,185,SOB,10.75,FALSE,FALSE,FALSE
C16,186,SOB,6.91,FALSE,FALSE,FALSE
C16,187,SOB,9.76,FALSE,FALSE,FALSE
C16,188,SOB,8.7,FALSE,FALSE,FALSE
C16,189,SOB,5.03,FALSE,FALSE,FALSE
C16,190,SOB,4.5,FALSE,FALSE,FALSE
C16,191,SOB,5.61,FALSE,FALSE,FALSE
C16,192,SOB,3.82,FALSE,FALSE,FALSE
C16,193,SOB,5.86,FALSE,FALSE,FALSE
C16,194,SOB,5.62,FALSE,FALSE,FALSE
C16,195,SOB,3.61,FALSE,FALSE,FALSE
C16,196,SOB,11.49,FALSE,FALSE,FALSE
C16,197,SOB,10.19,FALSE,FALSE,FALSE
C16,198,SOB,8.9,FALSE,FALSE,FALSE
C16,199,SOB,11.19,FALSE,FALSE,FALSE
C16,200,SOB,10.65,FALSE,FALSE,FALSE
C16,201,SOB,10.41,FALSE,FALSE,FALSE
C16,202,SOB,10.01,FALSE,FALSE,FALSE
C16,203,SOB,4.46,FALSE,FALSE,FALSE
C16,204,SOB,4.57,FALSE,FALSE,FALSE
C16,205,SOB,5.08,FALSE,FALSE,FALSE
C16,206,SOB,7.99,FALSE,FALSE,FALSE
C16,207,SOB,6.1,FALSE,FALSE,FALSE
C16,208,SOB,3.1,FALSE,FALSE,FALSE
C16,209,SOB,3.76,FALSE,FALSE,FALSE
C16,210,SOB,3.18,FALSE,FALSE,FALSE
C16,211,SOB,4.63,FALSE,FALSE,FALSE
C16,212,SOB,7.75,FALSE,FALSE,FALSE
C16,213,SOB,5.95,FALSE,FALSE,FALSE
C16,214,SOB,7.99,FALSE,FALSE,FALSE
C16,215,SOB,3.44,FALSE,FALSE,FALSE
C16,216,SOB,6.59,FALSE,FALSE,FALSE
C16,217,SOB,9.69,FALSE,FALSE,FALSE
C16,218,SOB,12.92,FALSE,FALSE,FALSE
C16,219,SOB,8.91,FALSE,FALSE,FALSE
C16,220,SOB,10.64,FALSE,FALSE,FALSE
C16,221,SOB,3.16,FALSE,FALSE,FALSE
C16,222,SOB,5.23,FALSE,FALSE,FALSE
C16,223,SOB,3.82,FALSE,FALSE,FALSE
C16,224,SOB,4,FALSE,FALSE,FALSE
C16,225,SOB,3.79,FALSE,FALSE,FALSE
C16,226,SOB,5.62,FALSE,FALSE,FALSE
C16,227,SOB,6.89,FALSE,FALSE,FALSE
C16,228,SOB,5.72,FALSE,FALSE,FALSE
C16,229,SOB,5.51,FALSE,FALSE,FALSE
C16,230,SOB,4.1,FALSE,FALSE,FALSE
C16,231,SOB,5.5,FALSE,FALSE,FALSE
C16,232,SOB,5.78,FALSE,FALSE,FALSE
C16,233,SOB,6.14,FALSE,FALSE,FALSE
C16,234,SOB,3.04,FALSE,FALSE,FALSE
C16,235,SOB,3.64,FALSE,FALSE,FALSE
C16,236,SOB,3.04,FALSE,FALSE,FALSE
C16,237,SOB,5.41,FALSE,FALSE,FALSE
C16,238,SOB,8.05,FALSE,FALSE,FALSE
C16,239,SOB,8.14,FALSE,FALSE,FALSE
C16,240,SOB,7.72,FALSE,FALSE,FALSE
C16,241,SOB,8.79,FALSE,FALSE,FALSE
C16,242,SOB,13.41,FALSE,FALSE,FALSE
C16,243,SOB,3.3,FALSE,FALSE,FALSE
C16,244,SOB,6.44,FALSE,FALSE,FALSE
C16,245,SOB,6,FALSE,FALSE,FALSE
C16,246,SOB,5.89,FALSE,FALSE,FALSE
C16,247,SOB,5.18,FALSE,FALSE,FALSE
C16,248,SOB,6.56,FALSE,FALSE,FALSE
C16,249,SOB,5.27,FALSE,FALSE,FALSE
C16,250,SOB,6.42,FALSE,FALSE,FALSE
C16,251,SOB,4.72,FALSE,FALSE,FALSE
C16,252,SOB,5.99,FALSE,FALSE,FALSE
C16,253,SOB,9.58,FALSE,FALSE,FALSE
C16,254,SOB,10.32,FALSE,FALSE,FALSE
C16,255,SOB,13.53,FALSE,FALSE,FALSE
C16,256,SOB,9.3,FALSE,FALSE,FALSE
C16,257,SOB,11.65,FALSE,FALSE,FALSE
C16,258,SOB,12.75,FALSE,FALSE,FALSE
C16,259,SOB,12,FALSE,FALSE,FALSE
C16,260,SOB,11.95,FALSE,FALSE,FALSE
C16,261,SOB,9.27,FALSE,FALSE,FALSE
C16,262,SOB,13.59,FALSE,FALSE,FALSE
C16,263,SOB,13.4,FALSE,FALSE,FALSE
C16,264,SOB,12.64,FALSE,FALSE,FALSE
C16,265,SOB,11.42,FALSE,FALSE,FALSE
C16,266,SOB,10.93,FALSE,FALSE,FALSE
C16,267,SOB,14.05,FALSE,FALSE,FALSE
C16,268,SOB,13.12,FALSE,FALSE,FALSE
C16,269,SOB,11.82,FALSE,FALSE,FALSE
C16,270,SOB,3.18,FALSE,FALSE,FALSE
C16,271,SOB,11.74,FALSE,FALSE,FALSE
C16,272,SOB,6.43,FALSE,FALSE,FALSE
C16,273,SOB,12.68,FALSE,FALSE,FALSE
C16,274,SOB,10.67,FALSE,FALSE,FALSE
C16,275,SOB,11.57,FALSE,FALSE,FALSE
C16,276,SOB,9.26,FALSE,FALSE,FALSE
C16,277,SOB,9.84,FALSE,FALSE,FALSE
C16,278,SOB,8.59,FALSE,FALSE,FALSE
C16,279,SOB,10.16,FALSE,FALSE,FALSE
C16,280,SOB,10.31,FALSE,FALSE,FALSE
C16,281,SOB,8.28,FALSE,FALSE,FALSE
C16,282,SOB,8.42,FALSE,FALSE,FALSE
C16,283,SOB,3.56,FALSE,FALSE,FALSE
C16,284,SOB,6.93,FALSE,FALSE,FALSE
C16,285,SOB,8.53,FALSE,FALSE,FALSE
C16,286,SOB,7.94,FALSE,FALSE,FALSE
C16,287,SOB,8.33,FALSE,FALSE,FALSE
C16,288,SOB,7.19,FALSE,FALSE,FALSE
C16,289,SOB,7.27,FALSE,FALSE,FALSE
C16,290,SOB,6.66,FALSE,FALSE,FALSE
C16,291,SOB,6.36,FALSE,FALSE,FALSE
C16,292,SOB,6.03,FALSE,FALSE,FALSE
C16,293,SOB,5,FALSE,FALSE,FALSE
C16,294,SOB,5.84,FALSE,FALSE,FALSE
C16,295,SOB,5.26,FALSE,FALSE,FALSE
C16,296,SOB,5.59,FALSE,FALSE,FALSE
C16,297,SOB,6.19,FALSE,FALSE,FALSE
C16,298,SOB,5.62,FALSE,FALSE,FALSE
C16,299,SOB,5.09,FALSE,FALSE,FALSE
C16,300,SOB,4.72,FALSE,FALSE,FALSE
C16,301,SOB,3.28,FALSE,FALSE,FALSE
C16,302,SOB,3.61,FALSE,FALSE,FALSE
C16,303,SOB,8.1,FALSE,FALSE,FALSE
C16,304,SOB,14.12,FALSE,FALSE,FALSE
C16,305,SOB,13.42,FALSE,FALSE,FALSE
C16,306,SOB,12.37,FALSE,FALSE,FALSE
C16,307,SOB,13.36,FALSE,FALSE,FALSE
C16,308,SOB,11.82,FALSE,FALSE,FALSE
C16,309,SOB,11.28,FALSE,FALSE,FALSE
C16,310,SOB,13.15,FALSE,FALSE,FALSE
C16,311,SOB,14.8,FALSE,FALSE,FALSE
C16,312,SOB,3.35,FALSE,FALSE,FALSE
C16,313,SOB,11.98,FALSE,FALSE,FALSE
C16,314,SOB,13.74,FALSE,FALSE,FALSE
C16,315,SOB,11.82,FALSE,FALSE,FALSE
C16,316,SOB,12.55,FALSE,FALSE,FALSE
C16,317,SOB,14.25,FALSE,FALSE,FALSE
C16,318,SOB,12.17,FALSE,FALSE,FALSE
C16,319,SOB,11.14,FALSE,FALSE,FALSE
C16,320,SOB,11.67,FALSE,FALSE,FALSE
C16,321,SOB,10.83,FALSE,FALSE,FALSE
C16,322,SOB,11.46,FALSE,FALSE,FALSE
C16,323,SOB,11.3,FALSE,FALSE,FALSE
C16,324,SOB,9.72,FALSE,FALSE,FALSE
C16,325,SOB,10.71,FALSE,FALSE,FALSE
C16,326,SOB,10.34,FALSE,FALSE,FALSE
C16,327,SOB,9.98,FALSE,FALSE,FALSE
C16,328,SOB,9.08,FALSE,FALSE,FALSE
C16,329,SOB,9.86,FALSE,FALSE,FALSE
C16,330,SOB,8.94,FALSE,TRUE,FALSE
C16,331,SOB,8.78,FALSE,FALSE,FALSE
C16,332,SOB,10.48,FALSE,FALSE,FALSE
C16,333,SOB,9.39,FALSE,FALSE,FALSE
C16,334,SOB,9.36,FALSE,FALSE,FALSE
C16,335,SOB,7.02,FALSE,FALSE,FALSE
C16,336,SOB,9.49,FALSE,FALSE,FALSE
C16,337,SOB,8.61,FALSE,FALSE,FALSE
C16,338,SOB,7.92,FALSE,FALSE,FALSE
C16,339,SOB,8.4,FALSE,FALSE,FALSE
C16,340,SOB,8.36,FALSE,FALSE,FALSE
C16,341,SOB,8.79,FALSE,FALSE,FALSE
C16,342,SOB,8.17,FALSE,FALSE,FALSE
C16,343,SOB,7.61,FALSE,FALSE,FALSE
C16,344,SOB,7.4,FALSE,FALSE,FALSE
C16,345,SOB,8.12,FALSE,FALSE,FALSE
